dataset_version,recording_id,source_recording_id,subject_id,recorded_date,recorded_at_local,recorded_at_source,file_modified_at_local,session_number,session_group_id,segment_order,source_label,canonical_label,label_source,dataset_role,split,edf_path,csv_path,dsi_path,recording_duration_s,activity_start_s,activity_end_s,sfreq_hz,n_signals,window_sec,step_sec,sha256,status,metadata_confidence,notes
legacy_dataset_v0,legacy_lyc_focus_09,legacy_lyc_focus_09,lyc,2026-07-08,2026-07-08 16:40:12,edf_header,2026-07-08 16:51:00,9,legacy_lyc_run_09,single_state_full_recording,focus,focus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/focus9.edf,data/legacy/multiclass_10min/focus9.csv,,599.5,0,599.5,300,26,4,2,af1e6fb452a8cc96442a4e0854ebe6ccae1315525c1fab67c0d2c810f520a667,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_iu_01,legacy_lyc_iu_01,lyc,2026-07-06,2026-07-06 19:19:25,edf_header,2026-07-06 19:29:56,1,legacy_lyc_run_01,single_state_full_recording,iu,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/iu1.edf,data/legacy/multiclass_10min/iu1.csv,,599.5,0,599.5,300,26,4,2,e0a5a03e24accd790c7927837ea30286ffd2224f7a7fdc8386ace62c4c278a0f,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_iu_02,legacy_lyc_iu_02,lyc,2026-07-06,2026-07-06 20:48:27,edf_header,2026-07-06 20:59:04,2,legacy_lyc_run_02,single_state_full_recording,iu,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/iu2.edf,data/legacy/multiclass_10min/iu2.csv,,599.5,0,599.5,300,26,4,2,6ba742f9a350448f56c983bba1c1b5a0ae9838fa5970059c60af287f5b669d9b,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_iu_03,legacy_lyc_iu_03,lyc,2026-07-07,2026-07-07 19:18:21,edf_header,2026-07-07 19:28:58,3,legacy_lyc_run_03,single_state_full_recording,iu,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/iu3.edf,data/legacy/multiclass_10min/iu3.csv,data/legacy/multiclass_10min/iu3.dsi,599.5,0,599.5,300,26,4,2,a0d75a39473347260ec4f76b82eeb6815b79f3dfe1e4c57d9a769b97b2b8be19,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_iu_04,legacy_lyc_iu_04,lyc,2026-07-07,2026-07-07 19:47:51,edf_header,2026-07-07 19:58:18,4,legacy_lyc_run_04,single_state_full_recording,iu,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/iu4.edf,data/legacy/multiclass_10min/iu4.csv,data/legacy/multiclass_10min/iu4.dsi,599.5,0,599.5,300,26,4,2,a9cfd779b9b2d64888ecee1746a74bd0ca16b14624d97a9f0d3e42dd601b8596,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_ou_01,legacy_lyc_ou_01,lyc,2026-07-06,2026-07-06 19:33:10,edf_header,2026-07-06 19:43:44,1,legacy_lyc_run_01,single_state_full_recording,ou,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/ou1.edf,data/legacy/multiclass_10min/ou1.csv,,599.5,0,599.5,300,26,4,2,7785155d9fdb0558420cfefab1b01479112ac69f5b3feedf06571ed7f3f56092,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_ou_02,legacy_lyc_ou_02,lyc,2026-07-06,2026-07-06 21:00:02,edf_header,2026-07-06 21:10:40,2,legacy_lyc_run_02,single_state_full_recording,ou,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/ou2.edf,data/legacy/multiclass_10min/ou2.csv,,599.5,0,599.5,300,26,4,2,0f88452f96e4aa53fba0101aa08477af74fe0a2f81eb7136d25ad4ff0a6d82cc,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_ou_03,legacy_lyc_ou_03,lyc,2026-07-07,2026-07-07 19:04:14,edf_header,2026-07-07 19:14:54,3,legacy_lyc_run_03,single_state_full_recording,ou,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/ou3.edf,data/legacy/multiclass_10min/ou3.csv,data/legacy/multiclass_10min/ou3.dsi,599.5,0,599.5,300,26,4,2,fde2c2f42d764ce02dd2f000a4666cdafc4f6e0a0eabe6b3c0f81f6be3f5a30a,candidate,subject_confirmed_by_owner;recorded_at_from_edf_header;session_inferred_from_filename,subject confirmed by data owner; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_daze_01,legacy_zyf_daze_01,zyf,2026-07-06,2026-07-06 20:49:50,edf_header,2026-07-06 21:00:38,1,legacy_zyf_run_01,single_state_full_recording,daze,rest,filename_and_legacy_notebook,legacy_reference,excluded_binary,data/legacy/multiclass_10min/zyf_daze1.edf,data/legacy/multiclass_10min/zyf_daze1.csv,,599.5,0,599.5,300,26,4,2,d78f9eccb1a7dad775ce906f7e1b4a9019255ccb331050e8b1f985959c6aa193,reference_rest,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_daze_02,legacy_zyf_daze_02,zyf,2026-07-07,2026-07-07 18:34:41,edf_header,2026-07-07 18:45:28,2,legacy_zyf_run_02,single_state_full_recording,daze,rest,filename_and_legacy_notebook,legacy_reference,excluded_binary,data/legacy/multiclass_10min/zyf_daze2.edf,data/legacy/multiclass_10min/zyf_daze2.csv,,599.5,0,599.5,300,26,4,2,5126ec97d0b21134bc2a3175a017581d4cb57d1fa7986e6121e2d30ec203d9d5,reference_rest,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_focus_01,legacy_zyf_focus_01,zyf,2026-07-06,2026-07-06 20:10:17,edf_header,2026-07-06 20:21:04,1,legacy_zyf_run_01,single_state_full_recording,focus,focus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_focus1.edf,data/legacy/multiclass_10min/zyf_focus1.csv,,599.5,0,599.5,300,26,4,2,b6d9b108ec149d7d727ed3e6e32143202ee94ea6f9529288f8ebfb5b13d65196,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_focus_02,legacy_zyf_focus_02,zyf,2026-07-06,2026-07-06 19:58:36,edf_header,2026-07-06 20:09:26,2,legacy_zyf_run_02,single_state_full_recording,focus,focus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_focus2.edf,data/legacy/multiclass_10min/zyf_focus2.csv,,599.5,0,599.5,300,26,4,2,67ba5700e268c4352ba0aa6834b59c8db3b55083d9c874e0d63df717e7ea617e,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_focus_03,legacy_zyf_focus_03,zyf,2026-07-07,2026-07-07 18:48:26,edf_header,2026-07-07 18:59:14,3,legacy_zyf_run_03,single_state_full_recording,focus,focus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_focus3.edf,data/legacy/multiclass_10min/zyf_focus3.csv,,599.5,0,599.5,300,26,4,2,1572a398cb103d173202bfecf46d76aea05ae430a1898f3eef45cb84d9cb9862,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_focus_04,legacy_zyf_focus_04,zyf,2026-07-07,2026-07-07 17:54:40,edf_header,2026-07-07 18:05:42,4,legacy_zyf_run_04,single_state_full_recording,focus,focus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_focus4.edf,data/legacy/multiclass_10min/zyf_focus4.csv,,613.5,0,613.5,300,26,4,2,f3c363cec8fd386e12598bcfcd361b9b41a16a0138ab6c7be48b37c190d8b765,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_iu_01,legacy_zyf_iu_01,zyf,2026-07-06,2026-07-06 20:24:50,edf_header,2026-07-06 20:35:38,1,legacy_zyf_run_01,single_state_full_recording,iu,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_iu1.edf,data/legacy/multiclass_10min/zyf_iu1.csv,,599.5,0,599.5,300,26,4,2,a2b19d0443d08c13d4401d3c9d54845ad1e1e0228785308f507fcd0efc90a6f9,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_iu_02,legacy_zyf_iu_02,zyf,2026-07-07,2026-07-07 18:08:41,edf_header,2026-07-07 18:19:32,2,legacy_zyf_run_02,single_state_full_recording,iu,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_iu2.edf,data/legacy/multiclass_10min/zyf_iu2.csv,,599.5,0,599.5,300,26,4,2,20ebff9eef34f042812f3fe8119ad0f20de66afaf935ca26681c738998217351,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_ou_01,legacy_zyf_ou_01,zyf,2026-07-06,2026-07-06 20:38:51,edf_header,2026-07-06 20:49:42,1,legacy_zyf_run_01,single_state_full_recording,ou,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_ou1.edf,data/legacy/multiclass_10min/zyf_ou1.csv,,599.5,0,599.5,300,26,4,2,ac30af0f22ee691aaa871908177a03bd1d94470262ea5788333517b38f1fbe58,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_ou_02,legacy_zyf_ou_02,zyf,2026-07-06,2026-07-06 21:01:07,edf_header,2026-07-06 21:12:06,2,legacy_zyf_run_02,single_state_full_recording,ou,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_ou2.edf,data/legacy/multiclass_10min/zyf_ou2.csv,,599.5,0,599.5,300,26,4,2,aa2a2d80dfbb32f2fe2f049eabd492add21bee655f3f212a1d1cb91138f941cd,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_zyf_ou_03,legacy_zyf_ou_03,zyf,2026-07-07,2026-07-07 18:20:43,edf_header,2026-07-07 18:31:32,3,legacy_zyf_run_03,single_state_full_recording,ou,unfocus,filename_and_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/multiclass_10min/zyf_ou3.edf,data/legacy/multiclass_10min/zyf_ou3.csv,,599.5,0,599.5,300,26,4,2,15006c304141048686ebf445ece3382bf2d5e695602c6953ffdfb46c592037e9,candidate,subject_from_filename;recorded_at_from_edf_header;session_inferred_from_filename,subject follows filename prefix; EDF header start cross-checked against file modification time; session group is a conservative filename-based grouping
legacy_dataset_v0,legacy_lyc_mixed_demo_00,legacy_lyc_mixed_demo_00,lyc,2026-06-30,2026-06-30 17:01:53,edf_header,2026-06-30 17:01:58,0,legacy_lyc_mixed_demo_00,not_applicable_short_demo,unknown,unknown,none,legacy_demo_reference,excluded_too_short,data/legacy/mixed_20min/data_0001_raw.edf,,,2.5,0,2.5,300,26,4,2,0f7d93c09d98ffbfa1ffd4e1a2bc47bf8416ccb276ae9617b4251f94183b7637,excluded_too_short,subject_confirmed_by_owner;recorded_at_from_edf_header;label_unknown,2.5-second setup/demo recording; shorter than one 4-second window; catalogued but excluded from training
legacy_dataset_v0,legacy_lyc_mixed_01_unfocus,legacy_lyc_mixed_01,lyc,2026-07-05,2026-07-05 15:47:39,edf_header,2026-07-05 16:09:32,1,legacy_lyc_mixed_01,unfocus_first_then_focus,unfocus,unfocus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_0002_raw.edf,,,1225,0,600,300,26,4,2,c3f1d94014044936942095957bc2f0c67b604e9196696e4dc9ccaee0854a576c,candidate_inferred_segment,subject_confirmed_by_owner;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_lyc_mixed_01_focus,legacy_lyc_mixed_01,lyc,2026-07-05,2026-07-05 15:47:39,edf_header,2026-07-05 16:09:32,1,legacy_lyc_mixed_01,unfocus_first_then_focus,focus,focus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_0002_raw.edf,,,1225,600,1200,300,26,4,2,c3f1d94014044936942095957bc2f0c67b604e9196696e4dc9ccaee0854a576c,candidate_inferred_segment,subject_confirmed_by_owner;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_lyc_mixed_02_unfocus,legacy_lyc_mixed_02,lyc,2026-07-05,2026-07-05 16:10:29,edf_header,2026-07-05 16:31:54,2,legacy_lyc_mixed_02,unfocus_first_then_focus,unfocus,unfocus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_0003_raw.edf,,,1203.5,0,600,300,26,4,2,7ab3644a5099df9f07085a08bb0021e4b0c615065b8af2c5d1e25b8cdfcedd2c,candidate_inferred_segment,subject_confirmed_by_owner;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_lyc_mixed_02_focus,legacy_lyc_mixed_02,lyc,2026-07-05,2026-07-05 16:10:29,edf_header,2026-07-05 16:31:54,2,legacy_lyc_mixed_02,unfocus_first_then_focus,focus,focus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_0003_raw.edf,,,1203.5,600,1200,300,26,4,2,7ab3644a5099df9f07085a08bb0021e4b0c615065b8af2c5d1e25b8cdfcedd2c,candidate_inferred_segment,subject_confirmed_by_owner;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_lyc_mixed_03_unfocus,legacy_lyc_mixed_03,lyc,2026-07-05,2026-07-05 16:38:01,edf_header,2026-07-05 16:59:22,3,legacy_lyc_mixed_03,unfocus_first_then_focus,unfocus,unfocus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_0004_raw.edf,,,1202,0,600,300,26,4,2,655020876f748edbbd88ee7d22a74d8cf4a0a5986c698c4aa2540e30259fe04d,candidate_inferred_segment,subject_confirmed_by_owner;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_lyc_mixed_03_focus,legacy_lyc_mixed_03,lyc,2026-07-05,2026-07-05 16:38:01,edf_header,2026-07-05 16:59:22,3,legacy_lyc_mixed_03,unfocus_first_then_focus,focus,focus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_0004_raw.edf,,,1202,600,1200,300,26,4,2,655020876f748edbbd88ee7d22a74d8cf4a0a5986c698c4aa2540e30259fe04d,candidate_inferred_segment,subject_confirmed_by_owner;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_zqd_mixed_01_unfocus,legacy_zqd_mixed_01,zqd,2026-07-05,2026-07-05 18:00:22,edf_header,2026-07-05 18:25:26,1,legacy_zqd_mixed_01,unfocus_first_then_focus,unfocus,unfocus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_zqd_1_raw.edf,,,1266,0,600,300,26,4,2,f1ee32a96eaa0406e35facfd6e0b957d2ccd3c5e404baac85602c5adf3895554,candidate_inferred_segment,subject_from_filename;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_zqd_mixed_01_focus,legacy_zqd_mixed_01,zqd,2026-07-05,2026-07-05 18:00:22,edf_header,2026-07-05 18:25:26,1,legacy_zqd_mixed_01,unfocus_first_then_focus,focus,focus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_zqd_1_raw.edf,,,1266,600,1200,300,26,4,2,f1ee32a96eaa0406e35facfd6e0b957d2ccd3c5e404baac85602c5adf3895554,candidate_inferred_segment,subject_from_filename;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_zqd_mixed_02_unfocus,legacy_zqd_mixed_02,zqd,2026-07-05,2026-07-05 18:26:32,edf_header,2026-07-05 18:51:24,2,legacy_zqd_mixed_02,unfocus_first_then_focus,unfocus,unfocus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_zqd_2_raw.edf,,,1262,0,600,300,26,4,2,03a99758bc7ec012a20ddf23880102daf25cd72c903f9fbdf3050a93470a9e68,candidate_inferred_segment,subject_from_filename;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
legacy_dataset_v0,legacy_zqd_mixed_02_focus,legacy_zqd_mixed_02,zqd,2026-07-05,2026-07-05 18:26:32,edf_header,2026-07-05 18:51:24,2,legacy_zqd_mixed_02,unfocus_first_then_focus,focus,focus,later_executed_specific_legacy_notebook,legacy_baseline_candidate,unassigned,data/legacy/mixed_20min/data_zqd_2_raw.edf,,,1262,600,1200,300,26,4,2,03a99758bc7ec012a20ddf23880102daf25cd72c903f9fbdf3050a93470a9e68,candidate_inferred_segment,subject_from_filename;recorded_at_from_edf_header;segment_order_supported_by_later_executed_specific_notebook,"multi_edf_original_self_5comparisons_count_channels.ipynb; later, specific and executed; earlier generic notebook states the reverse order"
